route,isDirect,itrFlight,deptApt,deptAptTime,arrApt,arrAptTime,flightNo,flightSpan,operateBy,itrClass,ClassMiles,ClassInfo,Month,month,Date
1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,1.0,"LM 47,000",+ US$ 66.40,Jul,7,01
1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,2.0,,,Jul,7,01
1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,1.0,"LM 47,000",,Jul,7,09
1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,2.0,,,Jul,7,09
