Month,month,Date,route,isDirect,itrFlight,deptApt,deptAptTime,arrApt,arrAptTime,flightNo,flightSpan,operateBy,itrClass,ClassMiles,ClassInfo
Aug,8,17,1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,2.0,,
Aug,8,18,1.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",4 Seats left
Aug,8,18,1.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,18,1.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,18,1.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,18,2.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,18,2.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,18,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,18,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,18,3.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",2 Seats left
Aug,8,18,3.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,18,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,18,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,18,4.0,False,1.0,HND,09:00,ITM,10:05,NH 17,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",3 Seats left
Aug,8,18,4.0,False,1.0,HND,09:00,ITM,10:05,NH 17,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,18,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,18,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,18,5.0,False,1.0,HND,08:00,ITM,09:05,NH 15,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,18,5.0,False,1.0,HND,08:00,ITM,09:05,NH 15,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,18,5.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,18,5.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,19,1.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",2 Seats left
Aug,8,19,1.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,19,1.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,19,1.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,19,2.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,19,2.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,19,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,19,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,19,3.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,19,3.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,19,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,19,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,19,4.0,False,1.0,HND,09:00,ITM,10:05,NH 17,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,19,4.0,False,1.0,HND,09:00,ITM,10:05,NH 17,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,19,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,19,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,19,5.0,False,1.0,HND,08:00,ITM,09:05,NH 15,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,19,5.0,False,1.0,HND,08:00,ITM,09:05,NH 15,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,19,5.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,19,5.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,20,1.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,20,1.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,20,1.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,20,1.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,20,2.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,20,2.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,20,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,20,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,20,3.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,20,3.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,20,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,20,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,20,4.0,False,1.0,HND,08:00,ITM,09:05,NH 15,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,20,4.0,False,1.0,HND,08:00,ITM,09:05,NH 15,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,20,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,20,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,21,1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,1.0,"LM 47,000",+ US$ 66.40
Aug,8,21,1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,2.0,,
Aug,8,21,2.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,21,2.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,21,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,21,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,21,3.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,21,3.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,21,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,21,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,21,4.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,21,4.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,21,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,21,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,21,5.0,False,1.0,HND,09:00,ITM,10:05,NH 17,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,21,5.0,False,1.0,HND,09:00,ITM,10:05,NH 17,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,21,5.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,21,5.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,22,1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,1.0,"LM 47,000",+ US$ 66.40
Aug,8,22,1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,2.0,,
Aug,8,22,2.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,22,2.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,22,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,22,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,22,3.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,22,3.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,22,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,22,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,22,4.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,22,4.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,22,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,22,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,22,5.0,False,1.0,HND,09:00,ITM,10:05,NH 17,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",3 Seats left
Aug,8,22,5.0,False,1.0,HND,09:00,ITM,10:05,NH 17,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,22,5.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,22,5.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,22,6.0,False,1.0,HND,09:00,GMP,11:20,OZ 1055,Non Stop,ASIANA AIRLINES,1.0,,
Aug,8,22,6.0,False,1.0,HND,09:00,GMP,11:20,OZ 1055,Non Stop,ASIANA AIRLINES,2.0,"LM 7,300",2 Seats left
Aug,8,22,6.0,False,2.0,ICN,16:50,SFO,11:50,UA 892,Non Stop,UNITED AIRLINES,1.0,"LM 39,510",4 Seats left
Aug,8,22,6.0,False,2.0,ICN,16:50,SFO,11:50,UA 892,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,23,1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,1.0,"LM 47,000",+ US$ 66.40
Aug,8,23,1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,2.0,,
Aug,8,23,2.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,23,2.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,23,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,23,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,23,3.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,23,3.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,23,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,23,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,23,4.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,23,4.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,23,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,23,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,23,5.0,False,1.0,HND,08:00,ITM,09:05,NH 15,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,23,5.0,False,1.0,HND,08:00,ITM,09:05,NH 15,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,23,5.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,23,5.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,24,1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,1.0,"LM 47,000",+ US$ 66.40
Aug,8,24,1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,2.0,,
Aug,8,24,2.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,24,2.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,24,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,24,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,25,1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,1.0,"LM 47,000",+ US$ 66.40
Aug,8,25,1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,2.0,,
Aug,8,25,2.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",3 Seats left
Aug,8,25,2.0,False,1.0,HND,13:20,KIX,14:45,NH 991,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,25,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,25,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,25,3.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,25,3.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,25,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,25,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,25,4.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,25,4.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,25,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,25,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,25,5.0,False,1.0,HND,09:00,ITM,10:05,NH 17,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,25,5.0,False,1.0,HND,09:00,ITM,10:05,NH 17,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,25,5.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,25,5.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,25,6.0,False,1.0,HND,08:00,ITM,09:05,NH 15,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,25,6.0,False,1.0,HND,08:00,ITM,09:05,NH 15,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,25,6.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,25,6.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,26,1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,1.0,"LM 47,000",+ US$ 66.40
Aug,8,26,1.0,True,1.0,HND,17:45,SFO,11:30,UA 876,"Non Stop, 09h 45m",United Airlines ,2.0,,
Aug,8,26,2.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,26,2.0,False,1.0,HND,12:00,ITM,13:05,NH 23,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,26,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,26,2.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,26,3.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,26,3.0,False,1.0,HND,11:00,ITM,12:05,NH 21,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,26,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,26,3.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
Aug,8,26,4.0,False,1.0,HND,09:00,ITM,10:05,NH 17,Non Stop,ALL NIPPON AIRWAYS,1.0,"LM 5,550",
Aug,8,26,4.0,False,1.0,HND,09:00,ITM,10:05,NH 17,Non Stop,ALL NIPPON AIRWAYS,2.0,,
Aug,8,26,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,1.0,"LM 41,450",
Aug,8,26,4.0,False,2.0,KIX,16:50,SFO,10:55,UA 34,Non Stop,UNITED AIRLINES,2.0,,
