route,isDirect,itrFlight,deptApt,deptAptTime,arrApt,arrAptTime,flightNo,flightSpan,operateBy,itrClass,ClassMiles,ClassInfo,Month,month,Date
1,False,1,NRT,14:25,TPE,17:05,BR 197,Non Stop,EVA AIRWAYS,2,,,Oct,10,12
1,False,2,TPE,19:40,SFO,16:00,BR 18,Non Stop,EVA AIRWAYS,1,"LM 31,060",1 Seats left,Oct,10,12
1,False,2,TPE,19:40,SFO,16:00,BR 18,Non Stop,EVA AIRWAYS,2,,,Oct,10,12
2,False,1,NRT,13:25,TPE,16:05,BR 183,Non Stop,EVA AIRWAYS,1,"LM 8,940",1 Seats left,Oct,10,12
2,False,1,NRT,13:25,TPE,16:05,BR 183,Non Stop,EVA AIRWAYS,2,,,Oct,10,12
2,False,2,TPE,19:40,SFO,16:00,BR 18,Non Stop,EVA AIRWAYS,1,"LM 31,060",1 Seats left,Oct,10,12
2,False,2,TPE,19:40,SFO,16:00,BR 18,Non Stop,EVA AIRWAYS,2,,,Oct,10,12
3,False,1,NRT,16:30,MEX,14:15,NH 180,Non Stop,ALL NIPPON AIRWAYS,1,"LM 30,270",2 Seats left,Oct,10,12
3,False,1,NRT,16:30,MEX,14:15,NH 180,Non Stop,ALL NIPPON AIRWAYS,2,,,Oct,10,12
3,False,2,MEX,17:15,SFO,21:01,UA 1272,Non Stop,UNITED AIRLINES,1,"LM 9,730",1 Seats left,Oct,10,12
3,False,2,MEX,17:15,SFO,21:01,UA 1272,Non Stop,UNITED AIRLINES,2,,,Oct,10,12
4,False,1,NRT,14:25,TPE,17:05,BR 197,Non Stop,EVA AIRWAYS,1,"LM 8,950",3 Seats left,Oct,10,12
4,False,1,NRT,14:25,TPE,17:05,BR 197,Non Stop,EVA AIRWAYS,2,,,Oct,10,12
4,False,2,TPE,23:30,SFO,19:50,BR 28,Non Stop,EVA AIRWAYS,1,"LM 31,050",3 Seats left,Oct,10,12
4,False,2,TPE,23:30,SFO,19:50,BR 28,Non Stop,EVA AIRWAYS,2,,,Oct,10,12
5,False,1,NRT,13:25,TPE,16:05,BR 183,Non Stop,EVA AIRWAYS,1,"LM 8,950",3 Seats left,Oct,10,12
5,False,1,NRT,13:25,TPE,16:05,BR 183,Non Stop,EVA AIRWAYS,2,,,Oct,10,12
5,False,2,TPE,23:30,SFO,19:50,BR 28,Non Stop,EVA AIRWAYS,1,"LM 31,050",3 Seats left,Oct,10,12
